MasterID,ID,Text,AspectTerms,AspectPolarities,AspectCategories,CategoryPolarities
35709141#1107179,2,The sushi is cut in blocks bigger than my cell phone.,"['blocks', 'cell phone', 'sushi']","{'blocks': 'neutral', 'cell phone': 'neutral', 'sushi': 'neutral'}",['service'],{'service': 'neutral'}
35709141#1107179,3,"We requested they re-slice the sushi, and it was returned to us in small cheese-like cubes.","['small cheese-like cubes', 'sushi']","{'small cheese-like cubes': 'negative', 'sushi': 'negative'}",['service'],{'service': 'neutral'}
35709141#1107179,4,The wait staff was loud and inconsiderate.,"['wait staff', 'inconsiderate']","{'wait staff': 'neutral', 'inconsiderate': 'neutral'}",['price'],{'price': 'neutral'}
35709275#573688,0,The french fries -- with the kalmata dip were terrific!,"['french fries', 'kalmata dip']","{'french fries': 'neutral', 'kalmata dip': 'neutral'}",['ambience'],{'ambience': 'neutral'}
35709275#573688,1,"Highly recommended...  As stated, I haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing place; also, the bar looks nice.","['relaxing place', 'restaurant', 'bar', 'takeout', '*']","{'relaxing place': 'positive', 'restaurant': 'positive', 'bar': 'positive', 'takeout': 'positive', '*': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35709337#1579632,0,"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.","['restaurant', 'cheese plate', 'dishes', 'delicate care', 'mostarda', 'erbazzone emiliana']","{'restaurant': 'negative', 'cheese plate': 'negative', 'dishes': 'negative', 'delicate care': 'negative', 'mostarda': 'negative', 'erbazzone emiliana': 'negative'}",['food'],{'food': 'neutral'}
35709337#1579632,1,"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.","['staff', 'wine', 'food']","{'staff': 'positive', 'wine': 'positive', 'food': 'positive'}",['service'],{'service': 'neutral'}
35709337#1579632,2,This diamond in the ruff is definitely worth my 10-minute walk from the 6 train.,"['diamond', '10-minute walk', 'train', 'ruff']","{'diamond': 'positive', '10-minute walk': 'positive', 'train': 'positive', 'ruff': 'positive'}",['food'],{'food': 'neutral'}
35709337#1579632,3,"Anywhere else, the prices would be 3x as high!",['prices'],{'prices': 'positive'},['ambience'],{'ambience': 'neutral'}
35709451#1061726,0,Has the warmth of a family local yet it is a great place to watch sporting events.,"['great place', 'events', 'family', 'warmth']","{'great place': 'positive', 'events': 'positive', 'family': 'positive', 'warmth': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35709451#1061726,1,Staff is accomodating make sure you are satified.,['staff'],{'staff': 'positive'},['price'],{'price': 'neutral'}
35709451#1061726,2,Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.,"['face', 'smile', 'friends', 'sweet irish bartender']","{'face': 'positive', 'smile': 'positive', 'friends': 'positive', 'sweet irish bartender': 'positive'}",['service'],{'service': 'neutral'}
35709451#1061726,3,Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.,"['visit', 'friendly staff', 'great cheap food']","{'visit': 'positive', 'friendly staff': 'positive', 'great cheap food': 'positive'}",['price'],{'price': 'neutral'}
35714274#1076679,0,How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!,"['dinners', 'mj grill', 'power lunch']","{'dinners': 'negative', 'mj grill': 'negative', 'power lunch': 'negative'}",['ambience'],{'ambience': 'neutral'}
35714274#1076679,1,How can they survive serving mediocre food at exorbitant prices?!,"['exorbitant prices', 'mediocre food']","{'exorbitant prices': 'negative', 'mediocre food': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35714274#1076679,2,I asked for a simple medium rare steak.,['simple medium rare steak'],{'simple medium rare steak': 'positive'},['food'],{'food': 'neutral'}
35714274#1076679,3,"It first came well done, and I politely sent it back.",[],{},['ambience'],{'ambience': 'neutral'}
35714274#1076679,4,"Then they somehow made a dry and burnt crust, around a raw and cold inside.","['cold inside', 'burnt crust']","{'cold inside': 'negative', 'burnt crust': 'negative'}",['price'],{'price': 'neutral'}
35714274#1076679,5,Two wasted steaks -- what a crime!,"['wasted steaks', 'crime']","{'wasted steaks': 'negative', 'crime': 'negative'}",['ambience'],{'ambience': 'neutral'}
35717889#579150,0,"Great restaurant, and even greater food!","['great restaurant', 'food']","{'great restaurant': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
35717889#579150,1,The dishes are remarkably tasty and such a cozy and intimate place!,"['dishes', 'cozy', 'intimate place']","{'dishes': 'positive', 'cozy': 'positive', 'intimate place': 'positive'}",['price'],{'price': 'neutral'}
35717889#579150,2,Save room for the desserts!,"['save room', 'desserts']","{'save room': 'neutral', 'desserts': 'neutral'}",['service'],{'service': 'neutral'}
35717889#579150,3,;-),[],{},['food'],{'food': 'neutral'}
35719198#0,0,"The homage to India is most evident in the delectable roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour.","['mango chicken', 'sweet-and-sour', 'india', 'homage', 'delectable roti canai appetizer', 'pungent curry', 'fresh take', 'sauce', 'fried pancake']","{'mango chicken': 'positive', 'sweet-and-sour': 'positive', 'india': 'positive', 'homage': 'positive', 'delectable roti canai appetizer': 'positive', 'pungent curry': 'positive', 'fresh take': 'positive', 'sauce': 'positive', 'fried pancake': 'positive'}",['price'],{'price': 'neutral'}
35719198#0,1,One caveat: Some of the curried casseroles can be a trifle harsh.,"['trifle harsh', 'curried casseroles', 'caveat']","{'trifle harsh': 'negative', 'curried casseroles': 'negative', 'caveat': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35720486#684689,0,"It was good, but none of the flavors WOW.","['flavors wow', 'none']","{'flavors wow': 'positive', 'none': 'positive'}",['food'],{'food': 'neutral'}
35720486#684689,1,"The closest that I got was the Cherry Marscapone, but they were out of it that day.","['cherry marscapone', 'day']","{'cherry marscapone': 'neutral', 'day': 'neutral'}",['service'],{'service': 'neutral'}
35720486#684689,2,The staff should be a bit more friendly.,"['staff', 'bit']","{'staff': 'positive', 'bit': 'positive'}",['service'],{'service': 'neutral'}
35739302#844266,0,Best hot dogs in the tri-state area.,"['tri-state area', 'best hot dogs']","{'tri-state area': 'positive', 'best hot dogs': 'positive'}",['service'],{'service': 'neutral'}
35743460#0,0,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.","['entree-sized salads', 'chicken mcnuggets', 'all-time favorites', 'options', 'famous french fries', 'mcdonald', 'big mac', 'filet-o-fish sandwich']","{'entree-sized salads': 'neutral', 'chicken mcnuggets': 'neutral', 'all-time favorites': 'neutral', 'options': 'neutral', 'famous french fries': 'neutral', 'mcdonald': 'neutral', 'big mac': 'neutral', 'filet-o-fish sandwich': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35743460#0,1,Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,"['hot cakes', 'egg mcmuffin sandwich', 'offerings', 'breakfast']","{'hot cakes': 'positive', 'egg mcmuffin sandwich': 'positive', 'offerings': 'positive', 'breakfast': 'positive'}",['food'],{'food': 'neutral'}
35759841#1360876,0,This place is average... at best.,['place'],{'place': 'positive'},['service'],{'service': 'neutral'}
35759841#1360876,1,"The staff is arrogant, the prices are way high for Brooklyn.","['staff', 'prices', 'brooklyn', 'way']","{'staff': 'positive', 'prices': 'positive', 'brooklyn': 'positive', 'way': 'positive'}",['price'],{'price': 'positive'}
35759841#1360876,2,Don't waste your time or your money.,"['time', 'money']","{'time': 'negative', 'money': 'negative'}",['ambience'],{'ambience': 'neutral'}
35816071#637243,0,Culinaria is a welcome addition to the Garment district- far better than any restaurant in the area.,"['culinaria', 'restaurant', 'welcome addition', 'garment district-', 'area']","{'culinaria': 'positive', 'restaurant': 'positive', 'welcome addition': 'positive', 'garment district-': 'positive', 'area': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35816071#637243,1,"Chef Vincenzo, always there if you need him, is a real talent and a real Roman.","['chef vincenzo', 'real roman', 'real talent']","{'chef vincenzo': 'positive', 'real roman': 'positive', 'real talent': 'positive'}",['food'],{'food': 'neutral'}
35816071#637243,2,"His food is excellent (and not expensive by NYC standards- no entrees over $30, most appetizers $12 to 14).","['nyc', 'appetizers', 'food', 'entrees']","{'nyc': 'positive', 'appetizers': 'positive', 'food': 'positive', 'entrees': 'positive'}",['food'],{'food': 'positive'}
35816071#637243,3,"The room is a gorgeous, bi-level space and the long bar perfect for a drink.","['room', 'bi-level space', 'long bar perfect', 'drink']","{'room': 'positive', 'bi-level space': 'positive', 'long bar perfect': 'positive', 'drink': 'positive'}",['price'],{'price': 'neutral'}
35819603#1613701,0,Don Pedro's is one of my favorite restaurants.,"['favorite restaurants', 'don pedro']","{'favorite restaurants': 'positive', 'don pedro': 'positive'}",['ambience'],{'ambience': 'neutral'}
35819603#1613701,1,Go for the Seafood Paella for two.,['seafood paella'],{'seafood paella': 'neutral'},['miscellaneous'],{'miscellaneous': 'neutral'}
35819603#1613701,2,Even for two very hungry people there is plenty of food left to be taken home (it reheats really well also).,"['plenty', 'hungry people', 'home', 'food']","{'plenty': 'positive', 'hungry people': 'positive', 'home': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
35819603#1613701,3,All of the apetizers are good and the Sangria is very good.,"['apetizers', 'sangria']","{'apetizers': 'positive', 'sangria': 'positive'}",['service'],{'service': 'neutral'}
35819603#1613701,4,Really nice restaurant to go with a group or on a date.,"['nice restaurant', 'group', 'date']","{'nice restaurant': 'positive', 'group': 'positive', 'date': 'positive'}",['price'],{'price': 'neutral'}
35819603#1613701,5,Service is usually pretty good.,['service'],{'service': 'positive'},['ambience'],{'ambience': 'neutral'}
35820984#608922,0,this restaurant is absolutely beautiful.,['restaurant'],{'restaurant': 'positive'},['miscellaneous'],{'miscellaneous': 'neutral'}
35820984#608922,1,The design is very intimate and romantic.,['design'],{'design': 'positive'},['food'],{'food': 'neutral'}
35820984#608922,2,The food was wonderful and imaginative.,['food'],{'food': 'positive'},['service'],{'service': 'neutral'}
35820984#608922,3,The staff is very sharp and they look good too.,['staff'],{'staff': 'positive'},['price'],{'price': 'neutral'}
35869867#649564,0,"It was such a fantastic dining experience, that I returned again the same week.","['same week', 'fantastic dining experience']","{'same week': 'positive', 'fantastic dining experience': 'positive'}",['ambience'],{'ambience': 'neutral'}
35869867#649564,1,"The food is wonderful, artfully done and simply delicious.",['food'],{'food': 'positive'},['service'],{'service': 'neutral'}
35869867#649564,2,Save room for deserts - they're to die for.,"['save room', 'deserts']","{'save room': 'neutral', 'deserts': 'neutral'}",['food'],{'food': 'neutral'}
35870558#793384,0,went there last night with my coworker.,"['last night', 'coworker']","{'last night': 'neutral', 'coworker': 'neutral'}",['service'],{'service': 'neutral'}
35886114#1249751,0,The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.,"['store', 'italian sausage', 'ones', 'heavy fennel', 'lone argentine chorizo appetizer']","{'store': 'neutral', 'italian sausage': 'neutral', 'ones': 'neutral', 'heavy fennel': 'neutral', 'lone argentine chorizo appetizer': 'neutral'}",['food'],{'food': 'neutral'}
35938288#666236,0,"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.","['lowkey hip neighborhood clientele', 'nice tapas', 'spanish', 'good music', 'wines', 'interesting selection']","{'lowkey hip neighborhood clientele': 'positive', 'nice tapas': 'positive', 'spanish': 'positive', 'good music': 'positive', 'wines': 'positive', 'interesting selection': 'positive'}",['ambience'],{'ambience': 'neutral'}
35938288#666236,1,"Most importantly, it is reasonably priced.",[],{},['miscellaneous'],{'miscellaneous': 'neutral'}
36072604#1106889,0,"I have been going to this restaurant for years, in the past the service was average and the food inconsistant.","['years', 'service', 'restaurant', 'food inconsistant']","{'years': 'negative', 'service': 'negative', 'restaurant': 'negative', 'food inconsistant': 'negative'}",['food'],{'food': 'negative'}
36072604#1106889,1,I recently visited over this past summer after being away for a year.,"['past summer', 'year']","{'past summer': 'negative', 'year': 'negative'}",['service'],{'service': 'neutral'}
